rq,sc,dm,kp,zg,zd,sp,cjl,cje
20150629,OF,OF161119,1.1169,1.1169,1.1169,1.1169,0,0
20150629,OF,OF161121,0.8795,0.8795,0.8795,0.8795,0,0
20150629,OF,OF161122,0.7808,0.7808,0.7808,0.7808,0,0
20150629,OF,OF161123,0.7472,0.7472,0.7472,0.7472,0,0
20150629,OF,OF161207,1.6580,1.6580,1.6580,1.6580,0,0
20150629,OF,OF161210,0.9240,0.9240,0.9240,0.9240,0,0
20150629,OF,OF161213,1.5960,1.5960,1.5960,1.5960,0,0
20150629,OF,OF161216,1.0380,1.0380,1.0380,1.0380,0,0
20150629,OF,OF161217,0.8170,0.8170,0.8170,0.8170,0,0
20150629,OF,OF161219,1.8280,1.8280,1.8280,1.8280,0,0
20150629,OF,OF161222,1.0820,1.0820,1.0820,1.0820,0,0
20150629,OF,OF161223,0.9820,0.9820,0.9820,0.9820,0,0
20150629,OF,OF161224,1.0170,1.0170,1.0170,1.0170,0,0
20150629,OF,OF161505,1.3120,1.3120,1.3120,1.3120,0,0
20150629,OF,OF161507,1.3840,1.3840,1.3840,1.3840,0,0
20150629,OF,OF161607,1.2040,1.2040,1.2040,1.2040,0,0
20150629,OF,OF161610,1.4300,1.4300,1.4300,1.4300,0,0
20150629,OF,OF161614,1.1000,1.1000,1.1000,1.1000,0,0
20150629,OF,OF161706,1.8727,1.8727,1.8727,1.8727,0,0
20150629,OF,OF161713,1.0270,1.0270,1.0270,1.0270,0,0
20150629,OF,OF161714,0.7850,0.7850,0.7850,0.7850,0,0
20150629,OF,OF161715,1.2030,1.2030,1.2030,1.2030,0,0
20150629,OF,OF161716,1.0070,1.0070,1.0070,1.0070,0,0
20150629,OF,OF161718,1.0690,1.0690,1.0690,1.0690,0,0
20150629,OF,OF161719,0.8920,0.8920,0.8920,0.8920,0,0
20150629,OF,OF161720,0.9610,0.9610,0.9610,0.9610,0,0
20150629,OF,OF161721,0.9010,0.9010,0.9010,0.9010,0,0
20150629,OF,OF161722,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF161723,0.9310,0.9310,0.9310,0.9310,0,0
20150629,OF,OF161724,0.9250,0.9250,0.9250,0.9250,0,0
20150629,OF,OF161725,1.0230,1.0230,1.0230,1.0230,0,0
20150629,OF,OF161726,0.7690,0.7690,0.7690,0.7690,0,0
20150629,OF,OF161810,1.6510,1.6510,1.6510,1.6510,0,0
20150629,OF,OF161811,1.1240,1.1240,1.1240,1.1240,0,0
20150629,OF,OF161812,1.1670,1.1670,1.1670,1.1670,0,0
20150629,OF,OF161813,1.1990,1.1990,1.1990,1.1990,0,0
20150629,OF,OF161815,0.5450,0.5450,0.5450,0.5450,0,0
20150629,OF,OF161816,0.7890,0.7890,0.7890,0.7890,0,0
20150629,OF,OF161818,1.9130,1.9130,1.9130,1.9130,0,0
20150629,OF,OF161819,1.4950,1.4950,1.4950,1.4950,0,0
20150629,OF,OF161820,1.0930,1.0930,1.0930,1.0930,0,0
20150629,OF,OF161821,1.1220,1.1220,1.1220,1.1220,0,0
20150629,OF,OF161825,0.8160,0.8160,0.8160,0.8160,0,0
20150629,OF,OF161826,1.0000,1.0000,1.0000,1.0000,0,0
20150629,OF,OF161831,1.1081,1.1081,1.1081,1.1081,0,0
20150629,OF,OF161903,0.8715,0.8715,0.8715,0.8715,0,0
20150629,OF,OF161907,1.7090,1.7090,1.7090,1.7090,0,0
20150629,OF,OF161908,0.9893,0.9893,0.9893,0.9893,0,0
20150629,OF,OF161910,0.7589,0.7589,0.7589,0.7589,0,0
20150629,OF,OF161911,1.0762,1.0762,1.0762,1.0762,0,0
20150629,OF,OF162006,1.4108,1.4108,1.4108,1.4108,0,0
20150629,OF,OF162010,0.8300,0.8300,0.8300,0.8300,0,0
20150629,OF,OF162105,1.0248,1.0248,1.0248,1.0248,0,0
20150629,OF,OF162107,0.9605,0.9605,0.9605,0.9605,0,0
20150629,OF,OF162108,1.0110,1.0110,1.0110,1.0110,0,0
20150629,OF,OF162207,1.4924,1.4924,1.4924,1.4924,0,0
20150629,OF,OF162216,1.0986,1.0986,1.0986,1.0986,0,0
20150629,OF,OF162307,1.1910,1.1910,1.1910,1.1910,0,0
20150629,OF,OF162308,1.6990,1.6990,1.6990,1.6990,0,0
20150629,OF,OF162411,0.7260,0.7260,0.7260,0.7260,0,0
20150629,OF,OF162412,0.7113,0.7113,0.7113,0.7113,0,0
20150629,OF,OF162413,0.7331,0.7331,0.7331,0.7331,0,0
20150629,OF,OF162414,0.9980,0.9980,0.9980,0.9980,0,0
20150629,OF,OF162509,1.5630,1.5630,1.5630,1.5630,0,0
20150629,OF,OF162510,2.0890,2.0890,2.0890,2.0890,0,0
20150629,OF,OF162511,0.9980,0.9980,0.9980,0.9980,0,0
20150629,OF,OF162605,1.6520,1.6520,1.6520,1.6520,0,0
20150629,OF,OF162607,1.1050,1.1050,1.1050,1.1050,0,0
20150629,OF,OF162703,3.1659,3.1659,3.1659,3.1659,0,0
20150629,OF,OF162711,1.8077,1.8077,1.8077,1.8077,0,0
20150629,OF,OF162712,1.4080,1.4080,1.4080,1.4080,0,0
20150629,OF,OF162714,1.3137,1.3137,1.3137,1.3137,0,0
20150629,OF,OF162715,1.0580,1.0580,1.0580,1.0580,0,0
20150629,OF,OF162907,1.0820,1.0820,1.0820,1.0820,0,0
20150629,OF,OF163001,1.4570,1.4570,1.4570,1.4570,0,0
20150629,OF,OF163109,0.8077,0.8077,0.8077,0.8077,0,0
20150629,OF,OF163110,2.3120,2.3120,2.3120,2.3120,0,0
20150629,OF,OF163111,0.7433,0.7433,0.7433,0.7433,0,0
20150629,OF,OF163113,0.9164,0.9164,0.9164,0.9164,0,0
20150629,OF,OF163114,0.8183,0.8183,0.8183,0.8183,0,0
20150629,OF,OF163115,0.9014,0.9014,0.9014,0.9014,0,0
20150629,OF,OF163116,0.8131,0.8131,0.8131,0.8131,0,0
20150629,OF,OF163117,0.7103,0.7103,0.7103,0.7103,0,0
20150629,OF,OF163208,0.9010,0.9010,0.9010,0.9010,0,0
20150629,OF,OF163209,0.7770,0.7770,0.7770,0.7770,0,0
20150629,OF,OF163210,1.2130,1.2130,1.2130,1.2130,0,0
20150629,OF,OF163302,2.9266,2.9266,2.9266,2.9266,0,0
20150629,OF,OF163402,1.5307,1.5307,1.5307,1.5307,0,0
20150629,OF,OF163406,2.4653,2.4653,2.4653,2.4653,0,0
20150629,OF,OF163407,1.4969,1.4969,1.4969,1.4969,0,0
20150629,OF,OF163409,2.3970,2.3970,2.3970,2.3970,0,0
20150629,OF,OF163412,2.2350,2.2350,2.2350,2.2350,0,0
20150629,OF,OF163415,2.0980,2.0980,2.0980,2.0980,0,0
20150629,OF,OF163503,0.9515,0.9515,0.9515,0.9515,0,0
20150629,OF,OF163801,1.7713,1.7713,1.7713,1.7713,0,0
20150629,OF,OF163803,1.1945,1.1945,1.1945,1.1945,0,0
20150629,OF,OF163804,1.8484,1.8484,1.8484,1.8484,0,0
20150629,OF,OF163805,2.0851,2.0851,2.0851,2.0851,0,0
20150629,OF,OF163806,1.2380,1.2380,1.2380,1.2380,0,0
20150629,OF,OF163807,1.8556,1.8556,1.8556,1.8556,0,0
20150629,OF,OF163808,1.1310,1.1310,1.1310,1.1310,0,0
20150629,OF,OF163809,1.4770,1.4770,1.4770,1.4770,0,0
20150629,OF,OF163810,1.7780,1.7780,1.7780,1.7780,0,0
20150629,OF,OF163819,1.1900,1.1900,1.1900,1.1900,0,0
20150629,OF,OF163821,1.8850,1.8850,1.8850,1.8850,0,0
20150629,OF,OF163824,1.1220,1.1220,1.1220,1.1220,0,0
20150629,OF,OF163827,1.0910,1.0910,1.0910,1.0910,0,0
20150629,OF,OF164105,1.5000,1.5000,1.5000,1.5000,0,0
20150629,OF,OF164208,1.0428,1.0428,1.0428,1.0428,0,0
20150629,OF,OF164304,0.9480,0.9480,0.9480,0.9480,0,0
20150629,OF,OF164401,1.0020,1.0020,1.0020,1.0020,0,0
20150629,OF,OF164402,1.0110,1.0110,1.0110,1.0110,0,0
20150629,OF,OF164508,0.9850,0.9850,0.9850,0.9850,0,0
20150629,OF,OF164606,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF164701,0.6020,0.6020,0.6020,0.6020,0,0
20150629,OF,OF164702,1.0710,1.0710,1.0710,1.0710,0,0
20150629,OF,OF164705,1.0580,1.0580,1.0580,1.0580,0,0
20150629,OF,OF164808,1.1130,1.1130,1.1130,1.1130,0,0
20150629,OF,OF164809,1.9927,1.9927,1.9927,1.9927,0,0
20150629,OF,OF164810,1.0360,1.0360,1.0360,1.0360,0,0
20150629,OF,OF164811,1.5191,1.5191,1.5191,1.5191,0,0
20150629,OF,OF164814,1.1770,1.1770,1.1770,1.1770,0,0
20150629,OF,OF164815,0.8690,0.8690,0.8690,0.8690,0,0
20150629,OF,OF164818,0.7105,0.7105,0.7105,0.7105,0,0
20150629,OF,OF164819,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF164820,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF164821,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF164902,1.2640,1.2640,1.2640,1.2640,0,0
20150629,OF,OF164905,1.0250,1.0250,1.0250,1.0250,0,0
20150629,OF,OF165309,1.2107,1.2107,1.2107,1.2107,0,0
20150629,OF,OF165310,1.4820,1.4820,1.4820,1.4820,0,0
20150629,OF,OF165311,1.2620,1.2620,1.2620,1.2620,0,0
20150629,OF,OF165312,1.4167,1.4167,1.4167,1.4167,0,0
20150629,OF,OF165313,1.4510,1.4510,1.4510,1.4510,0,0
20150629,OF,OF165508,2.0450,2.0450,2.0450,2.0450,0,0
20150629,OF,OF165509,1.1910,1.1910,1.1910,1.1910,0,0
20150629,OF,OF165510,0.8000,0.8000,0.8000,0.8000,0,0
20150629,OF,OF165511,0.7760,0.7760,0.7760,0.7760,0,0
20150629,OF,OF165512,2.3580,2.3580,2.3580,2.3580,0,0
20150629,OF,OF165513,0.5630,0.5630,0.5630,0.5630,0,0
20150629,OF,OF165515,0.9080,0.9080,0.9080,0.9080,0,0
20150629,OF,OF165516,2.8500,2.8500,2.8500,2.8500,0,0
20150629,OF,OF165517,1.0600,1.0600,1.0600,1.0600,0,0
20150629,OF,OF165519,0.9480,0.9480,0.9480,0.9480,0,0
20150629,OF,OF165520,0.8550,0.8550,0.8550,0.8550,0,0
20150629,OF,OF165521,1.0980,1.0980,1.0980,1.0980,0,0
20150629,OF,OF165522,0.6770,0.6770,0.6770,0.6770,0,0
20150629,OF,OF165705,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF165707,0.9200,0.9200,0.9200,0.9200,0,0
20150629,OF,OF165806,1.4430,1.4430,1.4430,1.4430,0,0
20150629,OF,OF165809,0.8240,0.8240,0.8240,0.8240,0,0
20150629,OF,OF166001,1.4294,1.4294,1.4294,1.4294,0,0
20150629,OF,OF166002,1.7040,1.7040,1.7040,1.7040,0,0
20150629,OF,OF166003,1.0354,1.0354,1.0354,1.0354,0,0
20150629,OF,OF166004,1.0386,1.0386,1.0386,1.0386,0,0
20150629,OF,OF166005,2.1950,2.1950,2.1950,2.1950,0,0
20150629,OF,OF166006,1.2307,1.2307,1.2307,1.2307,0,0
20150629,OF,OF166007,1.4485,1.4485,1.4485,1.4485,0,0
20150629,OF,OF166008,1.1053,1.1053,1.1053,1.1053,0,0
20150629,OF,OF166009,2.3784,2.3784,2.3784,2.3784,0,0
20150629,OF,OF166010,1.2230,1.2230,1.2230,1.2230,0,0
20150629,OF,OF166011,1.2460,1.2460,1.2460,1.2460,0,0
20150629,OF,OF166012,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF166105,0.9740,0.9740,0.9740,0.9740,0,0
20150629,OF,OF166401,0.9940,0.9940,0.9940,0.9940,0,0
20150629,OF,OF166802,1.4490,1.4490,1.4490,1.4490,0,0
20150629,OF,OF166902,1.0760,1.0760,1.0760,1.0760,0,0
20150629,OF,OF166904,1.0970,1.0970,1.0970,1.0970,0,0
20150629,OF,OF167301,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF167503,0.7560,0.7560,0.7560,0.7560,0,0
20150629,OF,OF167601,1.1334,1.1334,1.1334,1.1334,0,0
20150629,OF,OF167701,1.0190,1.0190,1.0190,1.0190,0,0
20150629,OF,OF167901,1.6520,1.6520,1.6520,1.6520,0,0
20150629,OF,OF168101,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF168201,0.8030,0.8030,0.8030,0.8030,0,0
20150629,OF,OF168202,0.0000,0.0000,0.0000,0.0000,0,0
20150629,OF,OF168205,0.9070,0.9070,0.9070,0.9070,0,0
20150629,OF,OF169101,1.5700,1.5700,1.5700,1.5700,0,0
20150629,OF,OF184721,1.4796,1.4796,1.4796,1.4796,0,0
20150629,OF,OF184722,1.4681,1.4681,1.4681,1.4681,0,0
20150629,OF,OF184728,1.6202,1.6202,1.6202,1.6202,0,0
